station,country,HDI,elev,TPI,access_log10,Hansen_recentloss,bio01,PA,PA_size_km2,dist_to_PA,utm_east,utm_north,asymptPD,SR.mean,maxFRic,rh_95_a0.pred,pai_a0.pred,fhd_pai_1m_a0.pred,cover_a0.pred,agbd_a0.pred
L3702018,Indonesia,0.72,1607,-15.34375,1.927277014,0,18.21838379,0,868.6472779,15.75661785,912533.0673,468975.1692,2.76476991,125.5,176.0706035,40.86521012,4.546533733,3.270780058,0.85273021,5.868328032
L5818627,Indonesia,0.72,4,0.1015625,1.454040703,0,26.73412323,1,67.13053319,NA,1587574.271,46147.52245,3.507960956,212.348944,177.0535289,22.48959649,3.67729422,2.998044567,0.760736637,4.89071448
L1566977,Indonesia,0.72,244,5.484375,2.850814892,0,24.75046921,1,8759.144911,NA,1068641.504,393165.8268,3.296991126,143.6064815,254.4114714,37.52531747,4.069670977,3.165570903,0.832355314,5.586609206
L2322415,Indonesia,0.72,16,-0.0078125,2.181173196,0,26.988657,1,1292.019647,NA,1923606.53,-556571.9741,6.482335479,231.0454861,299.2242573,12.84461091,1.616311021,2.231223547,0.379481203,3.722820135
L5813608,Indonesia,0.72,20,1.6015625,3.300638042,0,26.92580414,0,9.78424925,35.06901715,1489941.521,46869.33341,2.858011311,103.7614583,140.5508032,16.29612924,2.080738958,2.395072037,0.512840022,3.934971448
L11120668,Indonesia,0.72,17,-0.078125,3.133860151,0,26.92580414,0,316.4257399,36.03907185,1492269.538,47720.75106,2.443149055,108.6711111,148.104666,11.66835175,1.848318161,2.33966611,0.468510701,3.697368725
L5765850,Indonesia,0.72,20,1.6015625,3.300638042,0,26.92580414,0,9.78424925,34.9383432,1489713.296,47264.71462,2.476754416,124.887987,145.9970323,17.50260576,2.155665926,2.433480659,0.526730287,4.020544756
L8455065,Indonesia,0.72,265,-6.765625,3.870780759,0,24.11571121,1,22.95128249,NA,1288569.328,38556.33511,2.729599291,123.2962963,226.6388395,26.97092443,3.30696312,3.004845356,0.738057724,4.972358499
L2714749,Indonesia,0.72,2352,0.78125,3.06897221,0,16.94512939,1,13653.96181,NA,1421991.633,-193426.1612,NA,NA,NA,41.1106741,4.310626547,3.26513747,0.835987756,5.843649254
L2181729,Indonesia,0.72,3084,6.0234375,2.734174336,0,16.94512939,1,13653.96181,NA,1422461.991,-189527.9786,3.93065828,120.5026738,252.6787257,13.83841511,2.043641715,2.337308265,0.411120569,3.813001205
L6755644,Indonesia,0.72,622,-15.0703125,3.03165867,0,23.04066086,1,914.7808729,NA,1329619.142,-89179.11466,3.472955043,115.9093137,234.4369623,27.28528895,3.96533051,2.898166169,0.768744053,5.04946505
L2714513,Indonesia,0.72,1207,-2.421875,3.251304294,0,21.6743679,1,13653.96181,NA,1428211.187,-227263.4124,4.255076311,181.1542857,317.9804922,28.6716887,3.734246863,2.905569988,0.732062182,5.085669675
L1864352,Laos,0.61,171,0.21875,4.258676513,0,25.62937355,0,680.8526769,19.46150584,1521598.031,2013063.969,2.737863807,187.0694444,226.0281131,5.140455067,0.441457955,1.854154483,0.173779645,2.771355942
L1864965,Laos,0.61,1110,-0.015625,4.284111373,0,19.7485981,0,4817.660657,42.00457727,1573696.472,2183410.25,NA,NA,NA,2.63459756,0.147868757,1.26885154,0.051270316,0.832648059
L6061410,Laos,0.61,169,0.1640625,4.07145567,0,25.4800148,0,680.8526769,21.35204144,1524482.191,2021428.615,2.09747881,141.6873333,206.7201423,8.651318052,0.694485536,2.336867676,0.271695788,3.584805538
L6748949,Laos,0.61,342,-2.8671875,3.799424826,0,24.50172806,0,1452.863679,26.66022294,1274691.562,2260802.436,2.334711433,81.42307692,202.0481965,4.747955172,1.068932324,1.918931187,0.246717264,3.072683326
L1864354,Laos,0.61,253,-11.1484375,4.272283279,0,24.42835236,0,680.8526769,40.61991265,1495477.476,2117905.081,2.543065985,172.6349206,226.6051727,14.36139368,2.980900373,2.612709728,0.567290717,3.961978129
L11328808,Laos,0.61,169,-1.0078125,4.054539408,0,25.4800148,0,680.8526769,18.82177552,1521945.681,2022879.192,2.44326442,63.40909091,184.8175277,3.162953324,0.18086118,1.517949763,0.071008247,2.435415847
L8285577,Laos,0.61,651,8.5,4.041413736,0,24.04654121,0,1910.602321,80.69359004,1445070.005,2208851.549,NA,NA,NA,21.84053467,3.695533827,2.893173721,0.756779416,4.86410043
L11029030,Laos,0.61,149,-0.0546875,3.665804442,0,25.62937355,0,680.8526769,19.31933664,1521119.512,2012182.616,2.798831983,149.008658,219.3911016,2.781383741,0.226485323,1.437505137,0.079503498,0.991303332
L8822657,Laos,0.61,164,-0.1328125,4.185706099,0,25.62937355,0,680.8526769,22.76262522,1525201.302,2013944.165,2.08344438,78.36904762,149.0961855,3.945208348,0.145644756,1.70412085,0.067147087,2.698713256
L11005604,Laos,0.61,163,-0.2421875,3.985815811,0,25.62937355,0,680.8526769,24.80196689,1526512.367,2011383.96,2.710006927,213.0746445,175.2017518,2.803414327,0.073679701,1.229713911,0.033529394,1.88683058
L12806252,Laos,0.61,137,0.15625,3.941304324,0,26.3143959,0,50.34680849,6.664859352,1760380.78,1868422.771,2.014167526,49.83333333,105.0374331,4.205514692,0.43456841,1.92759572,0.168306016,2.709509259
L11214774,Laos,0.61,160,0.640625,3.993250872,0,26.46093178,0,1312.877122,31.09803512,1808870.765,1835883.29,2.815683304,93.07692308,201.1625724,4.132891237,0.193671193,1.761143746,0.090939132,1.987541836
L2415262,Laos,0.61,163,-0.6796875,3.938632775,0,25.66670227,0,680.8526769,35.23332262,1536714.776,2010124.317,3.844050454,132.8412698,261.2188241,2.692464052,0.10311656,1.440170064,0.045484828,2.49319704
L6264416,Laos,0.61,1962,-2.2109375,4.331775071,0,17.74379921,0,532.7915874,7.867027356,1642555.727,2153420.332,1.696780888,165.8602541,330.3567727,10.46850033,2.499438398,2.403808771,0.465800559,3.87024927
L7105732,Laos,0.61,157,-0.2109375,4.139557869,0,26.29206085,1,2572.506772,NA,1914627.904,1674498.702,3.728202501,128.630303,200.0881833,3.66685447,0.345432829,1.712458962,0.131262595,1.622525333
L8953692,Laos,0.61,149,-1.2421875,3.801228635,0,25.62937355,0,680.8526769,17.73722697,1519656.514,2012677.141,2.836199756,76.1475,209.0114191,2.470387842,0.115204517,1.279777287,0.038894875,2.4747512
L6749002,Laos,0.61,418,-2.84375,3.990550341,0,24.50172806,0,1452.863679,25.16842925,1275731.804,2261883.809,2.515459449,112.2857143,263.2938694,10.6520725,1.297754752,2.516717517,0.368754121,3.657451656
L11045982,Laos,0.61,164,0.34375,3.943780724,0,25.94098663,0,680.8526769,34.08983429,1529297.386,1997720.668,3.718919692,215.2108025,246.4510496,2.292861354,0.091314101,1.400118917,0.037921213,2.416510598
L11203823,Laos,0.61,166,-0.4375,4.155635722,0,25.62937355,0,680.8526769,23.32460893,1525187.986,2011952.48,2.56731763,109.2401961,183.7886719,3.139135342,0.258017168,1.605240201,0.083761414,2.617922163
L11149725,Laos,0.61,149,-0.0546875,3.665804442,0,25.62937355,0,680.8526769,19.34190545,1521270,2012504.851,2.614703365,88.5831202,254.4134027,3.809423372,0.308305084,1.60191508,0.123577223,1.817426014
L12157999,Laos,0.61,165,-0.1015625,3.999621269,0,25.62937355,0,680.8526769,17.20702206,1519632.595,2014093.243,2.471683726,64.76822917,152.6426793,3.37981176,0.304587208,1.777788522,0.12019364,2.691434388
L10103280,Laos,0.61,166,-0.2109375,3.94738676,0,24.81155777,0,1798.987979,6.845928337,1583936.07,2058723.403,4.089623115,131.1212121,228.914782,2.409773509,0.099319047,1.44654897,0.047585642,0.64713185
L11192025,Laos,0.61,165,-0.921875,4.047731987,0,25.62937355,0,680.8526769,28.13549603,1526731.887,2004278.954,3.230625886,151.8604651,187.1428991,2.22985448,0.052370583,1.412085183,0.02236473,2.407977424
L8578157,Laos,0.61,138,-0.390625,4.074976062,0,26.43756485,0,1312.877122,29.48053644,1810601.802,1860448.188,3.398507206,94.23737374,193.4231199,3.91576517,0.360173519,1.675099078,0.132831699,1.686940198
L11096427,Laos,0.61,165,0.1640625,4.114086745,0,25.62937355,0,680.8526769,25.66692089,1526705.175,2009500.557,2.727613124,104.1589744,211.6388781,2.156147961,0.057170359,1.346076001,0.023294199,0.377253538
L13918536,Laos,0.61,525,-1.6171875,4.719849241,0,22.31870079,0,4246.637373,6.588919607,1771244.009,2051956.4,3.050361432,65.71296296,254.9010448,5.546575987,0.535433428,1.882532663,0.186664493,2.45436521
L5549012,Laos,0.61,315,0.9140625,4.467671191,0,24.67195702,0,879.7747269,76.10300196,1459617.004,2225515.013,2.898220011,63.80625,157.4633791,9.181820873,1.217422304,2.302312811,0.378666613,3.563009741
L11062260,Laos,0.61,165,-0.4140625,3.944571245,0,25.66670227,0,680.8526769,28.26901914,1530735.137,2014287.555,3.628775627,158.6896552,277.6097717,2.977630378,0.173238337,1.541828466,0.079382611,1.534211692
L15740765,Laos,0.61,1100,0.640625,3.709039162,0,22.064394,0,890.5888364,1.222380373,2053527.171,1771428.136,2.136388329,96.8,250.0826602,41.30313206,4.225353371,3.093864641,0.839120401,5.796397395
L3542500,Malaysia,0.81,0,0.1171875,4.255310014,0,27.47807693,0,2.481081468,18.07530693,1319442.565,612661.5667,3.814514443,148.6409091,247.8545489,8.019841063,1.431587147,2.152404274,0.358787798,3.477724694
L3143474,Malaysia,0.81,0,-0.21875,NA,0,26.58137512,0,2.481081468,20.86123677,1311885.495,606590.5576,2.800466851,156.4738095,180.4936033,5.471110068,0.506802084,1.986782854,0.177041882,3.100810675
L3328371,Malaysia,0.81,0,0.1171875,4.255310014,0,27.47807693,0,2.481081468,18.0720569,1319453.07,612666.4902,3.604627842,192.7465278,273.4677769,7.965461926,1.405670631,2.146136514,0.353829756,3.466432999
L4491300,Malaysia,0.81,55,-4.8359375,4.390864967,0,27.14170074,0,196.3032679,12.18614555,1404987.612,509046.795,2.480042153,150.5806452,148.0748369,30.18432436,4.387766873,3.070061016,0.808320376,5.535569455
L924266,Malaysia,0.81,931,7.609375,4.241745361,0,22.80659294,0,935.5445502,0.047409711,1475269.844,413137.6968,4.033854894,242.5096154,359.3871618,32.78846279,4.532517256,3.150674169,0.83616673,5.599088288
L2989750,Malaysia,0.81,921,-4.1953125,4.293856363,0,22.80659294,1,935.5445502,NA,1475228.379,412478.0964,4.095377639,221.742674,294.5736421,29.70885484,4.091357975,3.156135937,0.821968432,5.429235016
L3510944,Malaysia,0.81,177,-1.21875,3.860572289,0,23.16012573,0,935.5445502,0.279448844,1486429.702,358725.676,NA,NA,NA,22.11334189,3.289448847,2.922286433,0.701962843,4.998573193
L2679335,Malaysia,0.81,37,0.2890625,3.673359842,0,26.69443703,0,15.98687748,7.349179526,3121310.881,703099.7348,2.783053703,79.078125,205.5281049,5.690036521,0.68239232,1.706599438,0.170629846,2.830398467
L1906842,Malaysia,0.81,9,0.6875,2.537801538,0,26.69443703,0,0.237853399,5.61802265,3120725.66,715348.447,2.287959431,48.27777778,105.5676033,11.95430313,1.054776191,2.200709856,0.300755718,3.670555565
L1915564,Malaysia,0.81,15,0.2109375,NA,0,26.69443703,0,0.237853399,5.929823178,3121259.561,714245.6723,2.898313406,247.9129073,133.5815535,10.67081109,0.943326574,2.085375449,0.279097347,3.518093562
L3409573,Malaysia,0.81,2,-0.125,4.293699472,0,NA,0,6.34654875,35.30288977,1576471.444,218651.7797,3.152955545,111.734375,232.4457208,7.145134342,1.626490055,2.161656786,0.393505,3.501725034
L1049177,Malaysia,0.81,1025,4.1796875,4.019677992,0,22.80659294,0,0.042906494,0.505718344,1473915.666,415625.0441,3.62228697,336.4055747,342.2195217,16.11576309,2.921890203,2.747533084,0.612245152,4.655676507
L3510950,Malaysia,0.81,1335,4.2109375,3.755066722,0,22.95169067,0,935.5445502,0.944779202,1481009.376,383331.7009,2.824874111,123.2910053,248.5569902,26.3878007,3.643245578,3.004354051,0.75486253,5.157037024
L3354988,Malaysia,0.81,104,-0.8046875,NA,0,26.58137512,0,2.481081468,28.60111488,1304349.946,608672.5132,2.868266064,134.4929577,169.9003526,18.52680508,3.640509883,2.989421403,0.649676509,4.758075292
L2778060,Malaysia,0.81,153,12.171875,4.043719463,0,26.84200859,0,20.46649963,0.643274421,1480686.553,352299.1645,2.911185506,118.6350932,267.5126747,16.05434956,2.647652191,2.669292895,0.592652966,4.447603431
L2822716,Malaysia,0.81,30,0.1171875,4.191973994,0,27.22490883,0,4.558114066,13.16293259,1471466.847,308556.371,2.113782836,105.1397849,96.6243724,10.00546933,1.665897878,2.313440346,0.484446523,3.770018847
L1091511,Malaysia,0.81,514,-1.1640625,2.907431405,0,24.90208054,1,1281.098735,NA,3339062.307,604346.7461,3.610649432,297.9191931,222.8295553,34.79329437,3.490495037,2.944614748,0.732878002,5.188665774
L1119754,Malaysia,0.81,28,-0.609375,NA,0,26.69443703,0,0.239488045,1.890245559,3128164,720409.7671,3.595088756,106.1436782,181.3238631,12.86732221,1.629889046,2.331514127,0.422079104,3.678283278
L1122096,Malaysia,0.81,53,-3.3515625,3.925471534,0,26.51806641,0,28.58307241,6.8481317,1718868.549,209504.5569,3.07092944,321.7603687,242.7340011,31.05215043,4.449219511,3.271902489,0.860738948,5.587041557
L3326557,Malaysia,0.81,177,-1.375,3.756286351,0,26.21172905,0,286.1988198,16.1821507,1364649.08,603939.8221,3.687023361,294.0962567,349.3640238,34.29573957,5.183143834,3.153314574,0.848433441,5.624942367
L2522026,Malaysia,0.81,1145,13.125,3.970230024,0,22.80659294,0,0.042906494,0.054084542,1473535.532,415183.0122,2.067538194,140.9454545,230.7190886,20.72335862,3.560665959,2.895444285,0.717512479,5.006583775
L2034077,Malaysia,0.81,228,-1.3359375,4.306846174,0,23.86996269,0,2646.036331,0.023025121,1508718.238,523711.9524,5.113431242,328.4597436,322.5123942,32.56602493,4.283893245,3.205172724,0.843557797,5.523908063
L1530638,Malaysia,0.81,94,1.8671875,3.778292458,0,26.34372139,0,607.4238003,0.786110394,1522097.239,400808.835,NA,NA,NA,21.80910353,3.733324848,3.015718478,0.735344028,4.87865108
L2266711,Malaysia,0.81,865,-6.84375,3.636480109,0,24.60182762,0,301.9393528,6.0596596,1486399.395,381383.2165,NA,NA,NA,30.15399818,3.867778483,2.971343568,0.773339005,5.194958602
L3510052,Malaysia,0.81,51,-0.7421875,NA,0,26.58137512,0,2.481081468,22.04319731,1309246.022,594740.2674,2.526873962,47.06547619,141.1404935,12.48910143,2.267866219,2.521790535,0.563196694,4.162464958
L1092374,Malaysia,0.81,1,0.6484375,3.200925506,0,26.68253326,0,7.748397069,5.308116724,3403033.927,615113.012,2.045546079,30.07692308,95.1478136,4.961500227,0.684776446,1.699826081,0.195829299,2.775266573
L1093106,Malaysia,0.81,976,-8.453125,2.558406928,0,23.74305153,1,841.9909418,NA,3199569.659,729760.3176,3.166282506,281.587918,302.8191758,19.84007192,2.893423454,2.698476739,0.608447305,4.489459662
L1091515,Malaysia,0.81,447,-10.640625,2.629945293,0,25.75684166,1,439.2565531,NA,3331782.27,611059.6561,4.095109496,324.7906977,314.1316672,42.23881864,4.034554644,3.084388272,0.764080087,5.620170754
L1119692,Malaysia,0.81,1,-1.046875,3.379892022,0,26.98695374,1,1.050263154,NA,3351328.997,716308.2578,3.914968737,320.350069,266.6585561,27.50149598,2.924080544,2.830800198,0.623576131,4.783482889
L923936,Malaysia,0.81,2189,10.46875,3.339819402,0,17.34393311,1,841.9909418,NA,3180514.457,724513.3616,2.12242871,181.0170696,285.5452609,24.58573916,3.487788775,2.971887707,0.754453617,4.888676122
L1783594,Malaysia,0.81,36,0.0703125,4.287478495,0,27.38402748,0,3.983717143,7.607475066,1400185.916,482447.2938,5.212625635,199.7786885,266.3533572,6.343700636,0.979299772,2.034277377,0.313327258,2.900525944
L3409225,Malaysia,0.81,79,-0.125,4.476142906,0,27.14170074,0,196.3032679,7.985080155,1404528.385,517914.4282,3.785607643,81.03888889,162.9914878,8.391263465,1.066696879,2.190549594,0.325602793,3.517045539
L1089168,Malaysia,0.81,39,0.34375,2.969360591,0,26.96194077,0,272.6286725,0.88271724,3394596.263,672144.075,NA,NA,NA,21.5590877,3.232583154,2.923394713,0.685983439,4.733237734
L1122479,Malaysia,0.81,0,-0.046875,NA,0,NA,0,11.31168556,17.34872847,1427222.516,349522.1743,2.5464001,115.8652174,286.5183257,9.724272195,1.731821447,2.307261803,0.436673336,3.599049599
L4030676,Malaysia,0.81,0,0.03125,4.164930779,0,26.98363686,0,0.418284337,13.96138742,1425750.132,360519.6809,3.412696585,107.36,202.3370156,8.951456656,1.570041653,2.268509641,0.384978656,3.461541501
L2534212,Malaysia,0.81,1,-3.953125,NA,0,27.02463722,0,2.954304472,0.968925401,3372794.195,712701.0439,2.39485753,86.15277778,115.9558508,14.29932015,2.516942541,2.444989875,0.520572226,3.802054531
L1313532,Malaysia,0.81,1,-0.5078125,NA,0,26.69443703,0,0.237853399,0.985304987,3124521.725,719106.9389,2.757362995,88.81072874,118.8389539,19.58749781,1.508609021,2.49407574,0.40915063,4.342222389
L1457993,Malaysia,0.81,228,0,2.492408749,0,25.06061363,1,841.9909418,NA,3189541.839,765847.3414,1.884600311,39.35064935,191.303051,29.48235859,4.734105699,3.130407309,0.855869594,5.348293227
L3522352,Malaysia,0.81,111,3.765625,4.203967645,0,25.7803421,0,935.5445502,1.112409066,1477684.154,354494.5489,2.8202718,79.61538462,227.7910063,10.77339241,1.717872532,2.304804728,0.422084583,3.848700779
L1093013,Malaysia,0.81,45,-0.8203125,3.416732917,0,26.69443703,0,0.237853399,6.429580828,3122290.023,712843.1576,2.597353906,66.11508951,116.9999489,10.08242293,0.8208189,2.101392581,0.268753006,3.437370558
L3460495,Malaysia,0.81,1,-0.8359375,NA,0,27.03279305,0,25.81887173,5.831706061,2473850.066,190095.6802,2.740564199,143.4615385,296.1304749,10.72006762,2.222805896,2.282336773,0.552674163,3.727369405
L3797691,Malaysia,0.81,1,0.546875,NA,0,26.58137512,0,2.481081468,19.86639152,1311382.784,595303.1774,NA,NA,NA,5.470955569,0.594281184,1.980077485,0.211725142,3.115404051
L3515484,Malaysia,0.81,235,-7.5859375,3.860186849,0,23.16012573,0,935.5445502,0.517690411,1485834.166,358403.1949,3.151459289,182.32,377.1316739,22.15563617,3.251216073,2.925672467,0.719328098,5.001975634
L2699172,Malaysia,0.81,165,-7.984375,4.08114695,0,26.66750336,0,935.5445502,4.937041463,1461927.707,361980.6511,4.485845454,248.5319069,283.3764877,36.09539082,4.169082534,3.195428774,0.817816157,5.78648058
L3042446,Malaysia,0.81,86,-2.640625,1.988335575,0,26.97856903,0,18.23632374,0.480170974,3396358.676,677045.1026,4.366840066,196.5041096,217.6551614,25.50588813,3.946041885,3.090860681,0.807134923,5.091029901
L6189454,Malaysia,0.81,2532,13.5234375,3.068623124,0,17.34393311,1,841.9909418,NA,3181166.113,726821.756,NA,NA,NA,23.89827134,3.317840132,2.878029924,0.716245054,4.772498168
L3354985,Malaysia,0.81,23,0.421875,4.385948922,0,27.47807693,0,2.481081468,9.475924651,1327829.034,607855.7695,3.884758423,239.038181,238.0926985,6.483154039,0.603288253,2.06867653,0.228357287,3.133862759
L3008102,Malaysia,0.81,3,1.1015625,3.522869637,0,27.03279305,0,0.331168406,4.997737559,2460150.406,180469.089,2.389688901,105.75,115.5162221,20.28112513,1.220196912,2.32739176,0.356276004,4.110803092
L4189021,Malaysia,0.81,0,-0.2578125,NA,0,26.82593918,0,1.311654551,19.43462649,1682669.734,151616.4334,3.703187188,81.43076923,161.3387907,5.897042907,0.843236373,1.999259461,0.275910108,2.92934133
L3346637,Malaysia,0.81,1,0.2265625,4.481813788,0,27.42439461,0,2.481081468,18.53202194,1325189.264,579755.9579,4.037855736,192.6444444,211.8682321,2.732212554,0.452073222,1.373987986,0.0941951,2.530979829
L4790539,Malaysia,0.81,78,2.484375,3.241618518,0,26.97856903,0,18.23632374,0.936989364,3394703.892,673425.9002,3.618922768,144.6875,210.2007013,14.28018453,2.021046497,2.642335835,0.485933369,3.880411814
L3493997,Malaysia,0.81,1,0.4296875,NA,0,26.58137512,0,2.481081468,31.78865831,1299372.488,594835.4491,3.994740251,185.6529851,222.7748918,4.172075136,0.511387899,1.579909269,0.160580731,1.924063027
L3981946,Malaysia,0.81,2,8.5625,4.68002097,0,26.46264458,0,40.92922172,2.119022276,1360857.325,543256.9535,4.198979195,123.8705882,198.2294207,9.278545653,0.922556009,2.385123328,0.293502698,3.548439328
L3365035,Malaysia,0.81,30,-0.2265625,3.661550052,0,26.96944809,0,0.239488045,4.253277626,3130453.946,721556.5776,3.487991177,82.10743802,181.2683741,14.16066528,2.031898402,2.42116297,0.479735695,3.912126779
L3262202,Malaysia,0.81,90,-3.3203125,4.375521159,0,25.15809631,0,2646.036331,0.308531957,1547748.661,490974.4241,4.176970967,218.8617424,171.2623885,25.61426861,4.01822,3.033088113,0.830238974,5.105468491
